,PopDensity,Forest,Rainfall,TempMin,TempMax,StagWater,WasteLand,Dengue,Class_value
224,0.051675,0.567296,0.151396,0.769912,0.7603310000000001,1,0,0.001217,0.0
225,0.0,0.6830189999999999,0.009852,0.769912,0.7603310000000001,1,1,0.000811,0.0
226,1.0,0.8553459999999999,0.081309,0.769912,0.7603310000000001,1,1,0.015413999999999999,0.0
227,0.010221,1.0,0.078721,0.769912,0.7603310000000001,1,0,0.005679,0.0
228,0.036343,0.42138400000000004,0.020051,0.769912,0.7603310000000001,1,1,0.012980000000000002,0.0
229,0.115843,0.23144699999999999,0.06465499999999999,0.769912,0.7603310000000001,1,1,0.007301,0.0
230,0.057353999999999995,0.45283,0.13513,0.769912,0.7603310000000001,0,0,0.0,0.0
231,0.059057000000000005,0.660377,0.23971399999999998,0.769912,0.7603310000000001,1,1,0.000811,0.0
232,0.039182,0.679245,0.10177,0.769912,0.7603310000000001,1,1,0.001217,0.0
233,0.044861,0.08050299999999999,0.044113,0.769912,0.7603310000000001,1,1,0.006895999999999999,0.0
234,0.003407,0.308176,0.041657,0.769912,0.7603310000000001,1,1,0.0036509999999999997,0.0
235,0.014196,0.283019,0.14844000000000002,0.769912,0.7603310000000001,1,1,0.008518000000000001,0.0
236,0.033504,0.25157199999999996,0.046036,0.769912,0.7603310000000001,1,1,0.006490000000000001,0.0
237,0.019875,0.203774,0.038026,0.769912,0.7603310000000001,0,0,0.011356999999999999,0.0
238,0.010789,0.354717,0.058435,0.769912,0.7603310000000001,1,1,0.008924,0.0
239,0.042589,0.13081800000000002,0.047785,0.769912,0.7603310000000001,1,0,0.012980000000000002,0.0
240,0.003407,0.569811,0.066015,0.769912,0.7603310000000001,1,1,0.006084,0.0
241,0.021011000000000002,0.299371,0.059939,0.769912,0.7603310000000001,1,1,0.0,0.0
242,0.151618,0.051572,0.041872,0.769912,0.7603310000000001,1,1,0.004867,0.0
243,0.08290700000000001,0.177358,0.055601,0.769912,0.7603310000000001,0,0,0.011356999999999999,0.0
244,0.027825,0.318239,0.034148000000000005,0.769912,0.7603310000000001,1,0,0.005679,0.0
245,0.053378999999999996,0.056603999999999995,0.071386,0.769912,0.7603310000000001,1,1,0.010546,0.0
246,0.045429000000000004,0.01761,0.038159,0.769912,0.7603310000000001,0,1,0.0036509999999999997,0.0
247,0.056218,0.295597,0.06179,0.769912,0.7603310000000001,0,1,0.004867,0.0
248,0.340148,0.264151,0.046404,0.769912,0.7603310000000001,1,0,0.034884,1.0
249,0.035207,0.222642,0.056726,0.769912,0.7603310000000001,1,0,0.008924,0.0
250,0.023282,0.12327,0.067396,0.769912,0.7603310000000001,1,1,0.0,0.0
251,0.006246,0.752201,0.076552,0.769912,0.7603310000000001,1,1,0.012169,0.0
252,0.040886,0.215094,0.040706,0.769912,0.7603310000000001,1,1,0.008112000000000001,0.0
253,0.10562200000000001,0.144654,0.13910999999999998,0.769912,0.7603310000000001,1,1,0.019063999999999998,1.0
254,0.14821099999999998,0.12704400000000002,0.054097000000000006,0.769912,0.7603310000000001,1,0,0.023121,1.0
255,0.051675,0.310692,0.054904999999999995,0.769912,0.7603310000000001,1,1,0.008924,0.0
256,0.080068,0.42515699999999995,0.077187,0.769912,0.7603310000000001,1,1,0.005273,0.0
257,0.136286,0.72327,0.094701,0.769912,0.7603310000000001,0,0,0.010546,0.0
258,0.045429000000000004,0.577358,0.11330899999999999,0.769912,0.7603310000000001,0,1,0.002434,0.0
259,0.16184,0.196226,0.112757,0.769912,0.7603310000000001,1,1,0.001217,0.0
260,0.153322,0.0,0.04668,0.769912,0.7603310000000001,1,0,0.00040599999999999995,0.0
261,0.09029,0.194969,0.12548299999999998,0.769912,0.7603310000000001,1,1,0.0,0.0
262,0.09767200000000001,0.638994,0.093166,0.769912,0.7603310000000001,0,1,0.001217,0.0
263,0.051675,0.573585,0.054465,0.769912,0.7603310000000001,0,0,0.000811,0.0
264,0.036911,0.173585,0.062414,0.9734510000000001,0.876033,0,0,0.003718,0.0
265,0.0636,0.52956,0.055274000000000004,0.9734510000000001,0.876033,1,0,0.002231,0.0
266,0.049404,0.5647800000000001,0.039508999999999996,0.9734510000000001,0.876033,0,1,0.003718,0.0
267,0.123225,0.23521999999999998,0.040072,0.9734510000000001,0.876033,0,1,0.007436,0.0
268,0.104486,0.104403,0.080818,0.9734510000000001,0.876033,1,1,0.002231,0.0
269,0.033504,0.664151,0.038824000000000004,0.9734510000000001,0.876033,1,1,0.0007440000000000001,0.0
270,0.328223,0.255346,0.018997,0.9734510000000001,0.876033,0,0,0.0,0.0
271,0.176036,0.538365,0.045013,0.9734510000000001,0.876033,1,1,0.0,0.0
272,0.046564,0.14213800000000001,0.039008,0.9734510000000001,0.876033,0,0,0.0052060000000000006,0.0
273,0.113572,0.120755,0.053114999999999996,0.9734510000000001,0.876033,1,0,0.006693000000000001,0.0
274,0.0795,0.205031,0.024194,0.9734510000000001,0.876033,1,1,0.0052060000000000006,0.0
275,0.072686,0.354717,0.022353,0.9734510000000001,0.876033,1,0,0.013386000000000002,0.0
276,0.097104,0.12578599999999998,0.031928,0.9734510000000001,0.876033,0,1,0.0052060000000000006,0.0
277,0.109029,0.11195,0.042352999999999995,0.9734510000000001,0.876033,1,1,0.011155,0.0
278,0.133447,0.064151,0.046475999999999996,0.9734510000000001,0.876033,1,1,0.012642,0.0
279,0.482112,0.152201,0.04401,0.9734510000000001,0.876033,0,0,0.020822,1.0
280,0.044293,0.48805,0.062496,0.9734510000000001,0.876033,1,1,0.014872999999999999,0.0
281,0.123225,0.432704,0.10629200000000001,0.9734510000000001,0.876033,1,0,0.013386000000000002,0.0
282,0.08404299999999999,0.314465,0.051734,0.9734510000000001,0.876033,0,0,0.009667,0.0
283,0.075525,0.215094,0.049361,0.9734510000000001,0.876033,1,0,0.0052060000000000006,0.0
284,0.53322,0.226415,0.023528999999999998,0.9734510000000001,0.876033,0,0,0.0,0.0
285,0.13458299999999998,0.592453,0.012757,0.9734510000000001,0.876033,0,0,0.013386000000000002,0.0
286,0.061897,0.422642,0.03776,0.9734510000000001,0.876033,1,1,0.005949,0.0
287,0.17774,0.42893100000000006,0.0031,0.9734510000000001,0.876033,1,1,0.002975,0.0
288,0.064736,0.132075,0.006854000000000001,0.9734510000000001,0.876033,1,0,0.002231,0.0
289,0.014196,0.58239,0.012205,0.9734510000000001,0.876033,1,1,0.002975,0.0
290,0.051675,0.567296,0.055478,0.9734510000000001,0.876033,0,1,0.002231,0.0
291,0.0,0.6830189999999999,0.012655,0.9734510000000001,0.876033,0,0,0.0014869999999999998,0.0
292,1.0,0.8553459999999999,0.049309,0.9734510000000001,0.876033,1,0,0.028258999999999996,1.0
293,0.010221,1.0,0.087223,0.9734510000000001,0.876033,1,1,0.010411,0.0
